CIDADE,UF,REGIAO
Alto Araguaia,MT,Centro-Oeste
Alto Boa Vista,MT,Centro-Oeste
Alto Garças,MT,Centro-Oeste
Alto Paraguai,MT,Centro-Oeste
Alto Taquari,MT,Centro-Oeste
Apiacás,MT,Centro-Oeste
Araguaiana,MT,Centro-Oeste
Araguainha,MT,Centro-Oeste
Araputanga,MT,Centro-Oeste
Arenápolis,MT,Centro-Oeste
Aripuanã,MT,Centro-Oeste
Barão de Melgaço,MT,Centro-Oeste
Barra do Bugres,MT,Centro-Oeste
Barra do Garças,MT,Centro-Oeste
Boa Esperança do Norte,MT,Centro-Oeste
Bom Jesus do Araguaia,MT,Centro-Oeste
Brasnorte,MT,Centro-Oeste
Cáceres,MT,Centro-Oeste
Campinápolis,MT,Centro-Oeste
Campo Novo do Parecis,MT,Centro-Oeste
Campo Verde,MT,Centro-Oeste
Campos de Júlio,MT,Centro-Oeste
Canabrava do Norte,MT,Centro-Oeste
Canarana,MT,Centro-Oeste
Carlinda,MT,Centro-Oeste
Castanheira,MT,Centro-Oeste
Chapada dos Guimarães,MT,Centro-Oeste
Cláudia,MT,Centro-Oeste
Cocalinho,MT,Centro-Oeste
Colíder,MT,Centro-Oeste
Colniza,MT,Centro-Oeste
Comodoro,MT,Centro-Oeste
Confresa,MT,Centro-Oeste
Conquista D'Oeste,MT,Centro-Oeste
Cotriguaçu,MT,Centro-Oeste
Cuiabá,MT,Centro-Oeste
Curvelândia,MT,Centro-Oeste
Denise,MT,Centro-Oeste
Diamantino,MT,Centro-Oeste
Dom Aquino,MT,Centro-Oeste
Feliz Natal,MT,Centro-Oeste
Figueirópolis D'Oeste,MT,Centro-Oeste
Gaúcha do Norte,MT,Centro-Oeste
General Carneiro,MT,Centro-Oeste
Glória D'Oeste,MT,Centro-Oeste
Guarantã do Norte,MT,Centro-Oeste
Guiratinga,MT,Centro-Oeste
Indiavaí,MT,Centro-Oeste
Ipiranga do Norte,MT,Centro-Oeste
Itanhangá,MT,Centro-Oeste
Itaúba,MT,Centro-Oeste
Itiquira,MT,Centro-Oeste
Jaciara,MT,Centro-Oeste
Jangada,MT,Centro-Oeste
Jauru,MT,Centro-Oeste
Juara,MT,Centro-Oeste
Juína,MT,Centro-Oeste
Juruena,MT,Centro-Oeste
Juscimeira,MT,Centro-Oeste
Lambari D'Oeste,MT,Centro-Oeste
Lucas do Rio Verde,MT,Centro-Oeste
Luciara,MT,Centro-Oeste
Marcelândia,MT,Centro-Oeste
Matupá,MT,Centro-Oeste
Mirassol d'Oeste,MT,Centro-Oeste
Nobres,MT,Centro-Oeste
Nortelândia,MT,Centro-Oeste
Nossa Senhora do Livramento,MT,Centro-Oeste
Nova Bandeirantes,MT,Centro-Oeste
Nova Brasilândia,MT,Centro-Oeste
Nova Canaã do Norte,MT,Centro-Oeste
Nova Guarita,MT,Centro-Oeste
Nova Lacerda,MT,Centro-Oeste
Nova Marilândia,MT,Centro-Oeste
Nova Maringá,MT,Centro-Oeste
Nova Monte Verde,MT,Centro-Oeste
Nova Mutum,MT,Centro-Oeste
Nova Nazaré,MT,Centro-Oeste
Nova Olímpia,MT,Centro-Oeste
Nova Santa Helena,MT,Centro-Oeste
Nova Ubiratã,MT,Centro-Oeste
Nova Xavantina,MT,Centro-Oeste
Novo Horizonte do Norte,MT,Centro-Oeste
Novo Mundo,MT,Centro-Oeste
Novo Santo Antônio,MT,Centro-Oeste
Novo São Joaquim,MT,Centro-Oeste
Paranaíta,MT,Centro-Oeste
Paranatinga,MT,Centro-Oeste
Pedra Preta,MT,Centro-Oeste
Peixoto de Azevedo,MT,Centro-Oeste
Planalto da Serra,MT,Centro-Oeste
Poconé,MT,Centro-Oeste
Pontal do Araguaia,MT,Centro-Oeste
Ponte Branca,MT,Centro-Oeste
Pontes e Lacerda,MT,Centro-Oeste
Porto Alegre do Norte,MT,Centro-Oeste
Porto dos Gaúchos,MT,Centro-Oeste
Porto Esperidião,MT,Centro-Oeste
Porto Estrela,MT,Centro-Oeste
Poxoréu,MT,Centro-Oeste
Primavera do Leste,MT,Centro-Oeste
Querência,MT,Centro-Oeste
Reserva do Cabaçal,MT,Centro-Oeste
Ribeirão Cascalheira,MT,Centro-Oeste
Ribeirãozinho,MT,Centro-Oeste
Rio Branco,MT,Centro-Oeste
Rondolândia,MT,Centro-Oeste
Rondonópolis,MT,Centro-Oeste
Rosário Oeste,MT,Centro-Oeste
Salto do Céu,MT,Centro-Oeste
Santa Carmem,MT,Centro-Oeste
Santa Cruz do Xingu,MT,Centro-Oeste
Santa Rita do Trivelato,MT,Centro-Oeste
Santa Terezinha,MT,Centro-Oeste
Santo Afonso,MT,Centro-Oeste
Santo Antônio de Leverger,MT,Centro-Oeste
Santo Antônio do Leste,MT,Centro-Oeste
São Félix do Araguaia,MT,Centro-Oeste
São José do Povo,MT,Centro-Oeste
São José do Rio Claro,MT,Centro-Oeste
São José do Xingu,MT,Centro-Oeste
São José dos Quatro Marcos,MT,Centro-Oeste
São Pedro da Cipa,MT,Centro-Oeste
Sapezal,MT,Centro-Oeste
Serra Nova Dourada,MT,Centro-Oeste
Sinop,MT,Centro-Oeste
Sorriso,MT,Centro-Oeste
Tabaporã,MT,Centro-Oeste
Tangará da Serra,MT,Centro-Oeste
Tapurah,MT,Centro-Oeste
Terra Nova do Norte,MT,Centro-Oeste
Tesouro,MT,Centro-Oeste
Torixoréu,MT,Centro-Oeste
União do Sul,MT,Centro-Oeste
Vale de São Domingos,MT,Centro-Oeste
Várzea Grande,MT,Centro-Oeste
Vera,MT,Centro-Oeste
Vila Bela da Santíssima Trindade,MT,Centro-Oeste
Vila Rica,MT,Centro-Oeste
Abadia de Goiás,GO,Centro-Oeste
Abadiânia,GO,Centro-Oeste
Acreúna,GO,Centro-Oeste
Adelândia,GO,Centro-Oeste
Água Fria de Goiás,GO,Centro-Oeste
Água Limpa,GO,Centro-Oeste
Águas Lindas de Goiás,GO,Centro-Oeste
Alexânia,GO,Centro-Oeste
Aloândia,GO,Centro-Oeste
Alto Horizonte,GO,Centro-Oeste
Alto Paraíso de Goiás,GO,Centro-Oeste
Alvorada do Norte,GO,Centro-Oeste
Amaralina,GO,Centro-Oeste
Americano do Brasil,GO,Centro-Oeste
Amorinópolis,GO,Centro-Oeste
Anápolis,GO,Centro-Oeste
Anhanguera,GO,Centro-Oeste
Anicuns,GO,Centro-Oeste
Aparecida de Goiânia,GO,Centro-Oeste
Aparecida do Rio Doce,GO,Centro-Oeste
Aporé,GO,Centro-Oeste
Araçu,GO,Centro-Oeste
Aragarças,GO,Centro-Oeste
Aragoiânia,GO,Centro-Oeste
Araguapaz,GO,Centro-Oeste
Arenópolis,GO,Centro-Oeste
Aruanã,GO,Centro-Oeste
Aurilândia,GO,Centro-Oeste
Avelinópolis,GO,Centro-Oeste
Baliza,GO,Centro-Oeste
Barro Alto,GO,Centro-Oeste
Bela Vista de Goiás,GO,Centro-Oeste
Bom Jardim de Goiás,GO,Centro-Oeste
Bom Jesus de Goiás,GO,Centro-Oeste
Bonfinópolis,GO,Centro-Oeste
Bonópolis,GO,Centro-Oeste
Brazabrantes,GO,Centro-Oeste
Britânia,GO,Centro-Oeste
Buriti Alegre,GO,Centro-Oeste
Buriti de Goiás,GO,Centro-Oeste
Buritinópolis,GO,Centro-Oeste
Cabeceiras,GO,Centro-Oeste
Cachoeira Alta,GO,Centro-Oeste
Cachoeira de Goiás,GO,Centro-Oeste
Cachoeira Dourada,GO,Centro-Oeste
Caçu,GO,Centro-Oeste
Caiapônia,GO,Centro-Oeste
Caldas Novas,GO,Centro-Oeste
Caldazinha,GO,Centro-Oeste
Campestre de Goiás,GO,Centro-Oeste
Campinaçu,GO,Centro-Oeste
Campinorte,GO,Centro-Oeste
Campo Alegre de Goiás,GO,Centro-Oeste
Campo Limpo de Goiás,GO,Centro-Oeste
Campos Belos,GO,Centro-Oeste
Campos Verdes,GO,Centro-Oeste
Carmo do Rio Verde,GO,Centro-Oeste
Castelândia,GO,Centro-Oeste
Catalão,GO,Centro-Oeste
Caturaí,GO,Centro-Oeste
Cavalcante,GO,Centro-Oeste
Ceres,GO,Centro-Oeste
Cezarina,GO,Centro-Oeste
Chapadão do Céu,GO,Centro-Oeste
Cidade Ocidental,GO,Centro-Oeste
Cocalzinho de Goiás,GO,Centro-Oeste
Colinas do Sul,GO,Centro-Oeste
Córrego do Ouro,GO,Centro-Oeste
Corumbá de Goiás,GO,Centro-Oeste
Corumbaíba,GO,Centro-Oeste
Cristalina,GO,Centro-Oeste
Cristianópolis,GO,Centro-Oeste
Crixás,GO,Centro-Oeste
Cromínia,GO,Centro-Oeste
Cumari,GO,Centro-Oeste
Damianópolis,GO,Centro-Oeste
Damolândia,GO,Centro-Oeste
Davinópolis,GO,Centro-Oeste
Diorama,GO,Centro-Oeste
Divinópolis de Goiás,GO,Centro-Oeste
Doverlândia,GO,Centro-Oeste
Edealina,GO,Centro-Oeste
Edéia,GO,Centro-Oeste
Estrela do Norte,GO,Centro-Oeste
Faina,GO,Centro-Oeste
Fazenda Nova,GO,Centro-Oeste
Firminópolis,GO,Centro-Oeste
Flores de Goiás,GO,Centro-Oeste
Formosa,GO,Centro-Oeste
Formoso,GO,Centro-Oeste
Gameleira de Goiás,GO,Centro-Oeste
Goianápolis,GO,Centro-Oeste
Goiandira,GO,Centro-Oeste
Goianésia,GO,Centro-Oeste
Goiânia,GO,Centro-Oeste
Goianira,GO,Centro-Oeste
Goiás,GO,Centro-Oeste
Goiatuba,GO,Centro-Oeste
Gouvelândia,GO,Centro-Oeste
Guapó,GO,Centro-Oeste
Guaraíta,GO,Centro-Oeste
Guarani de Goiás,GO,Centro-Oeste
Guarinos,GO,Centro-Oeste
Heitoraí,GO,Centro-Oeste
Hidrolândia,GO,Centro-Oeste
Hidrolina,GO,Centro-Oeste
Iaciara,GO,Centro-Oeste
Inaciolândia,GO,Centro-Oeste
Indiara,GO,Centro-Oeste
Inhumas,GO,Centro-Oeste
Ipameri,GO,Centro-Oeste
Ipiranga de Goiás,GO,Centro-Oeste
Iporá,GO,Centro-Oeste
Israelândia,GO,Centro-Oeste
Itaberaí,GO,Centro-Oeste
Itaguari,GO,Centro-Oeste
Itaguaru,GO,Centro-Oeste
Itajá,GO,Centro-Oeste
Itapaci,GO,Centro-Oeste
Itapirapuã,GO,Centro-Oeste
Itapuranga,GO,Centro-Oeste
Itarumã,GO,Centro-Oeste
Itauçu,GO,Centro-Oeste
Itumbiara,GO,Centro-Oeste
Ivolândia,GO,Centro-Oeste
Jandaia,GO,Centro-Oeste
Jaraguá,GO,Centro-Oeste
Jataí,GO,Centro-Oeste
Jaupaci,GO,Centro-Oeste
Jesúpolis,GO,Centro-Oeste
Joviânia,GO,Centro-Oeste
Jussara,GO,Centro-Oeste
Lagoa Santa,GO,Centro-Oeste
Leopoldo de Bulhões,GO,Centro-Oeste
Luziânia,GO,Centro-Oeste
Mairipotaba,GO,Centro-Oeste
Mambaí,GO,Centro-Oeste
Mara Rosa,GO,Centro-Oeste
Marzagão,GO,Centro-Oeste
Matrinchã,GO,Centro-Oeste
Maurilândia,GO,Centro-Oeste
Mimoso de Goiás,GO,Centro-Oeste
Minaçu,GO,Centro-Oeste
Mineiros,GO,Centro-Oeste
Moiporá,GO,Centro-Oeste
Monte Alegre de Goiás,GO,Centro-Oeste
Montes Claros de Goiás,GO,Centro-Oeste
Montividiu,GO,Centro-Oeste
Montividiu do Norte,GO,Centro-Oeste
Morrinhos,GO,Centro-Oeste
Morro Agudo de Goiás,GO,Centro-Oeste
Mossâmedes,GO,Centro-Oeste
Mozarlândia,GO,Centro-Oeste
Mundo Novo,GO,Centro-Oeste
Mutunópolis,GO,Centro-Oeste
Nazário,GO,Centro-Oeste
Nerópolis,GO,Centro-Oeste
Niquelândia,GO,Centro-Oeste
Nova América,GO,Centro-Oeste
Nova Aurora,GO,Centro-Oeste
Nova Crixás,GO,Centro-Oeste
Nova Glória,GO,Centro-Oeste
Nova Iguaçu de Goiás,GO,Centro-Oeste
Nova Roma,GO,Centro-Oeste
Nova Veneza,GO,Centro-Oeste
Novo Brasil,GO,Centro-Oeste
Novo Gama,GO,Centro-Oeste
Novo Planalto,GO,Centro-Oeste
Orizona,GO,Centro-Oeste
Ouro Verde de Goiás,GO,Centro-Oeste
Ouvidor,GO,Centro-Oeste
Padre Bernardo,GO,Centro-Oeste
Palestina de Goiás,GO,Centro-Oeste
Palmeiras de Goiás,GO,Centro-Oeste
Palmelo,GO,Centro-Oeste
Palminópolis,GO,Centro-Oeste
Panamá,GO,Centro-Oeste
Paranaiguara,GO,Centro-Oeste
Paraúna,GO,Centro-Oeste
Perolândia,GO,Centro-Oeste
Petrolina de Goiás,GO,Centro-Oeste
Pilar de Goiás,GO,Centro-Oeste
Piracanjuba,GO,Centro-Oeste
Piranhas,GO,Centro-Oeste
Pirenópolis,GO,Centro-Oeste
Pires do Rio,GO,Centro-Oeste
Planaltina,GO,Centro-Oeste
Pontalina,GO,Centro-Oeste
Porangatu,GO,Centro-Oeste
Porteirão,GO,Centro-Oeste
Portelândia,GO,Centro-Oeste
Posse,GO,Centro-Oeste
Professor Jamil,GO,Centro-Oeste
Quirinópolis,GO,Centro-Oeste
Rialma,GO,Centro-Oeste
Rianápolis,GO,Centro-Oeste
Rio Quente,GO,Centro-Oeste
Rio Verde,GO,Centro-Oeste
Rubiataba,GO,Centro-Oeste
Sanclerlândia,GO,Centro-Oeste
Santa Bárbara de Goiás,GO,Centro-Oeste
Santa Cruz de Goiás,GO,Centro-Oeste
Santa Fé de Goiás,GO,Centro-Oeste
Santa Helena de Goiás,GO,Centro-Oeste
Santa Isabel,GO,Centro-Oeste
Santa Rita do Araguaia,GO,Centro-Oeste
Santa Rita do Novo Destino,GO,Centro-Oeste
Santa Rosa de Goiás,GO,Centro-Oeste
Santa Tereza de Goiás,GO,Centro-Oeste
Santa Terezinha de Goiás,GO,Centro-Oeste
Santo Antônio da Barra,GO,Centro-Oeste
Santo Antônio de Goiás,GO,Centro-Oeste
Santo Antônio do Descoberto,GO,Centro-Oeste
São Domingos,GO,Centro-Oeste
São Francisco de Goiás,GO,Centro-Oeste
São João da Paraúna,GO,Centro-Oeste
São João d'Aliança,GO,Centro-Oeste
São Luís de Montes Belos,GO,Centro-Oeste
São Luiz do Norte,GO,Centro-Oeste
São Miguel do Araguaia,GO,Centro-Oeste
São Miguel do Passa Quatro,GO,Centro-Oeste
São Patrício,GO,Centro-Oeste
São Simão,GO,Centro-Oeste
Senador Canedo,GO,Centro-Oeste
Serranópolis,GO,Centro-Oeste
Silvânia,GO,Centro-Oeste
Simolândia,GO,Centro-Oeste
Sítio d'Abadia,GO,Centro-Oeste
Taquaral de Goiás,GO,Centro-Oeste
Teresina de Goiás,GO,Centro-Oeste
Terezópolis de Goiás,GO,Centro-Oeste
Três Ranchos,GO,Centro-Oeste
Trindade,GO,Centro-Oeste
Trombas,GO,Centro-Oeste
Turvânia,GO,Centro-Oeste
Turvelândia,GO,Centro-Oeste
Uirapuru,GO,Centro-Oeste
Uruaçu,GO,Centro-Oeste
Uruana,GO,Centro-Oeste
Urutaí,GO,Centro-Oeste
Valparaíso de Goiás,GO,Centro-Oeste
Varjão,GO,Centro-Oeste
Vianópolis,GO,Centro-Oeste
Vicentinópolis,GO,Centro-Oeste
Vila Boa,GO,Centro-Oeste
Vila Propício,GO,Centro-Oeste
Brasília,DF,Centro-Oeste
